Area,Element,Item,Year,Unit,Value
Switzerland,Area harvested,Asparagus,2007,ha,184
Switzerland,Area harvested,Asparagus,2008,ha,192
Switzerland,Area harvested,Asparagus,2009,ha,202
Switzerland,Area harvested,Asparagus,2010,ha,248
Switzerland,Area harvested,Asparagus,2011,ha,333
Switzerland,Area harvested,Asparagus,2012,ha,336
Switzerland,Area harvested,Asparagus,2013,ha,332
Switzerland,Area harvested,Asparagus,2014,ha,371
Switzerland,Area harvested,Asparagus,2015,ha,380
Switzerland,Area harvested,Asparagus,2016,ha,413
Switzerland,Area harvested,Asparagus,2017,ha,397
Switzerland,Area harvested,Asparagus,2018,ha,393
Switzerland,Area harvested,Asparagus,2019,ha,416
Thailand,Area harvested,Asparagus,1978,ha,0
Thailand,Area harvested,Asparagus,1979,ha,0
Thailand,Area harvested,Asparagus,1980,ha,0
Thailand,Area harvested,Asparagus,1981,ha,0
Thailand,Area harvested,Asparagus,1982,ha,0
Thailand,Area harvested,Asparagus,1983,ha,0
Thailand,Area harvested,Asparagus,1984,ha,0
Thailand,Area harvested,Asparagus,1985,ha,0
Thailand,Area harvested,Asparagus,1986,ha,0
Thailand,Area harvested,Asparagus,1987,ha,0
Thailand,Area harvested,Asparagus,1988,ha,1000
Thailand,Area harvested,Asparagus,1989,ha,1500
Thailand,Area harvested,Asparagus,1990,ha,2000
Thailand,Area harvested,Asparagus,1991,ha,2500
Thailand,Area harvested,Asparagus,1992,ha,3000
Thailand,Area harvested,Asparagus,1993,ha,3500
Thailand,Area harvested,Asparagus,1994,ha,4000
Thailand,Area harvested,Asparagus,1995,ha,4500
Thailand,Area harvested,Asparagus,1996,ha,5000
Thailand,Area harvested,Asparagus,1997,ha,5500
Thailand,Area harvested,Asparagus,1998,ha,6000
Thailand,Area harvested,Asparagus,1999,ha,6500
Thailand,Area harvested,Asparagus,2000,ha,7945
Thailand,Area harvested,Asparagus,2001,ha,13297
Thailand,Area harvested,Asparagus,2002,ha,16876
Thailand,Area harvested,Asparagus,2003,ha,17204
Thailand,Area harvested,Asparagus,2004,ha,20046
Thailand,Area harvested,Asparagus,2005,ha,20658
Thailand,Area harvested,Asparagus,2006,ha,18606
Thailand,Area harvested,Asparagus,2007,ha,21164
Thailand,Area harvested,Asparagus,2008,ha,17783
Thailand,Area harvested,Asparagus,2009,ha,17146
Thailand,Area harvested,Asparagus,2010,ha,16657
Thailand,Area harvested,Asparagus,2011,ha,2280
Thailand,Area harvested,Asparagus,2012,ha,2552
Thailand,Area harvested,Asparagus,2013,ha,1918
Thailand,Area harvested,Asparagus,2014,ha,1790
Thailand,Area harvested,Asparagus,2015,ha,1408
Thailand,Area harvested,Asparagus,2016,ha,1786
Thailand,Area harvested,Asparagus,2017,ha,1800
Thailand,Area harvested,Asparagus,2018,ha,1703
Thailand,Area harvested,Asparagus,2019,ha,1385
Turkey,Area harvested,Asparagus,1961,ha,10
Turkey,Area harvested,Asparagus,1962,ha,10
Turkey,Area harvested,Asparagus,1963,ha,10
Turkey,Area harvested,Asparagus,1964,ha,10
Turkey,Area harvested,Asparagus,1965,ha,10
Turkey,Area harvested,Asparagus,1966,ha,10
Turkey,Area harvested,Asparagus,1967,ha,10
Turkey,Area harvested,Asparagus,1968,ha,10
Turkey,Area harvested,Asparagus,1969,ha,10
Turkey,Area harvested,Asparagus,1970,ha,10
Turkey,Area harvested,Asparagus,1971,ha,10
Turkey,Area harvested,Asparagus,1972,ha,10
Turkey,Area harvested,Asparagus,1973,ha,5
Turkey,Area harvested,Asparagus,1974,ha,80
Turkey,Area harvested,Asparagus,1975,ha,90
Turkey,Area harvested,Asparagus,1976,ha,60
Turkey,Area harvested,Asparagus,1977,ha,120
Turkey,Area harvested,Asparagus,1978,ha,20
Turkey,Area harvested,Asparagus,1979,ha,12
Turkey,Area harvested,Asparagus,1980,ha,12
Turkey,Area harvested,Asparagus,1981,ha,12
Turkey,Area harvested,Asparagus,1982,ha,13
Turkey,Area harvested,Asparagus,1983,ha,13
Turkey,Area harvested,Asparagus,1984,ha,13
Turkey,Area harvested,Asparagus,1985,ha,10
Turkey,Area harvested,Asparagus,1986,ha,8
Turkey,Area harvested,Asparagus,1987,ha,4
Turkey,Area harvested,Asparagus,1988,ha,4
Turkey,Area harvested,Asparagus,1989,ha,2
Turkey,Area harvested,Asparagus,1990,ha,4
Turkey,Area harvested,Asparagus,1991,ha,4
Turkey,Area harvested,Asparagus,1992,ha,4
Turkey,Area harvested,Asparagus,1993,ha,4
Turkey,Area harvested,Asparagus,1994,ha,3
Turkey,Area harvested,Asparagus,1995,ha,3
Turkey,Area harvested,Asparagus,1996,ha,3
Turkey,Area harvested,Asparagus,1997,ha,3
Turkey,Area harvested,Asparagus,1998,ha,3
Turkey,Area harvested,Asparagus,1999,ha,3
Turkey,Area harvested,Asparagus,2000,ha,3
Turkey,Area harvested,Asparagus,2001,ha,3
Turkey,Area harvested,Asparagus,2002,ha,4
Turkey,Area harvested,Asparagus,2003,ha,4
Turkey,Area harvested,Asparagus,2004,ha,3
Turkey,Area harvested,Asparagus,2005,ha,3
Turkey,Area harvested,Asparagus,2006,ha,3
Turkey,Area harvested,Asparagus,2007,ha,3
Turkey,Area harvested,Asparagus,2008,ha,3
Turkey,Area harvested,Asparagus,2009,ha,4
Turkey,Area harvested,Asparagus,2010,ha,43
Turkey,Area harvested,Asparagus,2011,ha,43
Turkey,Area harvested,Asparagus,2012,ha,2
Turkey,Area harvested,Asparagus,2013,ha,19
Turkey,Area harvested,Asparagus,2014,ha,19
Turkey,Area harvested,Asparagus,2015,ha,18
Turkey,Area harvested,Asparagus,2016,ha,39
Turkey,Area harvested,Asparagus,2017,ha,47
Turkey,Area harvested,Asparagus,2018,ha,45
Turkey,Area harvested,Asparagus,2019,ha,46
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1961,ha,445
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1962,ha,445
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1963,ha,445
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1964,ha,445
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1965,ha,445
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1966,ha,486
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1967,ha,486
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1968,ha,445
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1969,ha,405
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1970,ha,445
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1971,ha,445
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1972,ha,445
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1973,ha,445
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1974,ha,400
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1975,ha,400
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1976,ha,300
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1977,ha,300
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1978,ha,300
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1979,ha,300
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1980,ha,344
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1981,ha,412
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1982,ha,390
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1983,ha,400
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1984,ha,437
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1985,ha,476
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1986,ha,618
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1987,ha,711
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1988,ha,633
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1989,ha,789
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1990,ha,691
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1991,ha,808
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1992,ha,721
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1993,ha,726
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1994,ha,726
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1995,ha,600
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1996,ha,800
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1997,ha,800
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1998,ha,900
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,1999,ha,900
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,2000,ha,819
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,2001,ha,780
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,2002,ha,810
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,2003,ha,790
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,2004,ha,788
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,2005,ha,1150
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,2006,ha,1454
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,2007,ha,1415
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,2008,ha,1435
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,2009,ha,1580
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,2010,ha,1710
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,2011,ha,1970
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,2012,ha,1990
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,2013,ha,2050
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,2014,ha,2145
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,2015,ha,2247
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,2016,ha,2342
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,2017,ha,2479
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,2018,ha,2492
United Kingdom of Great Britain and Northern Ireland,Area harvested,Asparagus,2019,ha,2392
United States of America,Area harvested,Asparagus,1961,ha,59751
United States of America,Area harvested,Asparagus,1962,ha,59071
United States of America,Area harvested,Asparagus,1963,ha,58747
United States of America,Area harvested,Asparagus,1964,ha,58569
United States of America,Area harvested,Asparagus,1965,ha,53106
United States of America,Area harvested,Asparagus,1966,ha,51844
United States of America,Area harvested,Asparagus,1967,ha,50957
United States of America,Area harvested,Asparagus,1968,ha,49112
United States of America,Area harvested,Asparagus,1969,ha,46680
United States of America,Area harvested,Asparagus,1970,ha,45429
United States of America,Area harvested,Asparagus,1971,ha,46202
United States of America,Area harvested,Asparagus,1972,ha,48185
United States of America,Area harvested,Asparagus,1973,ha,46692
United States of America,Area harvested,Asparagus,1974,ha,45522
United States of America,Area harvested,Asparagus,1975,ha,41520
United States of America,Area harvested,Asparagus,1976,ha,37473
United States of America,Area harvested,Asparagus,1977,ha,34722
United States of America,Area harvested,Asparagus,1978,ha,33925
United States of America,Area harvested,Asparagus,1979,ha,32642
United States of America,Area harvested,Asparagus,1980,ha,33569
United States of America,Area harvested,Asparagus,1981,ha,33180
United States of America,Area harvested,Asparagus,1982,ha,32700
United States of America,Area harvested,Asparagus,1983,ha,33600
United States of America,Area harvested,Asparagus,1984,ha,36394
United States of America,Area harvested,Asparagus,1985,ha,37009
United States of America,Area harvested,Asparagus,1986,ha,38920
United States of America,Area harvested,Asparagus,1987,ha,40400
United States of America,Area harvested,Asparagus,1988,ha,40840
United States of America,Area harvested,Asparagus,1989,ha,39870
United States of America,Area harvested,Asparagus,1990,ha,38280
United States of America,Area harvested,Asparagus,1991,ha,36140
United States of America,Area harvested,Asparagus,1992,ha,34850
United States of America,Area harvested,Asparagus,1993,ha,32840
United States of America,Area harvested,Asparagus,1994,ha,31060
United States of America,Area harvested,Asparagus,1995,ha,29275
United States of America,Area harvested,Asparagus,1996,ha,29768
United States of America,Area harvested,Asparagus,1997,ha,29960
United States of America,Area harvested,Asparagus,1998,ha,30120
United States of America,Area harvested,Asparagus,1999,ha,30710
United States of America,Area harvested,Asparagus,2000,ha,31323
United States of America,Area harvested,Asparagus,2001,ha,28389
United States of America,Area harvested,Asparagus,2002,ha,26710
United States of America,Area harvested,Asparagus,2003,ha,23472
United States of America,Area harvested,Asparagus,2004,ha,24888
United States of America,Area harvested,Asparagus,2005,ha,19951
United States of America,Area harvested,Asparagus,2006,ha,17483
United States of America,Area harvested,Asparagus,2007,ha,15621
United States of America,Area harvested,Asparagus,2008,ha,13030
United States of America,Area harvested,Asparagus,2009,ha,11820
United States of America,Area harvested,Asparagus,2010,ha,11330
United States of America,Area harvested,Asparagus,2011,ha,10846
United States of America,Area harvested,Asparagus,2012,ha,10240
United States of America,Area harvested,Asparagus,2013,ha,9910
United States of America,Area harvested,Asparagus,2014,ha,9630
United States of America,Area harvested,Asparagus,2015,ha,8780
United States of America,Area harvested,Asparagus,2016,ha,10480
United States of America,Area harvested,Asparagus,2017,ha,10640
United States of America,Area harvested,Asparagus,2018,ha,8780
United States of America,Area harvested,Asparagus,2019,ha,8380
Zambia,Area harvested,Asparagus,1991,ha,
Zambia,Area harvested,Asparagus,1992,ha,
Zambia,Area harvested,Asparagus,1993,ha,
Zambia,Area harvested,Asparagus,1994,ha,
Zambia,Area harvested,Asparagus,1995,ha,
Zambia,Area harvested,Asparagus,1996,ha,
Zambia,Area harvested,Asparagus,1997,ha,
Zambia,Area harvested,Asparagus,1998,ha,
Zambia,Area harvested,Asparagus,1999,ha,
Zambia,Area harvested,Asparagus,2000,ha,
Zambia,Area harvested,Asparagus,2001,ha,
Zambia,Area harvested,Asparagus,2002,ha,
Zambia,Area harvested,Asparagus,2003,ha,
Zambia,Area harvested,Asparagus,2004,ha,
Zambia,Area harvested,Asparagus,2005,ha,
Zambia,Area harvested,Asparagus,2006,ha,
Zambia,Area harvested,Asparagus,2007,ha,
Zambia,Area harvested,Asparagus,2008,ha,
Zambia,Area harvested,Asparagus,2009,ha,
Zambia,Area harvested,Asparagus,2010,ha,
Zambia,Area harvested,Asparagus,2011,ha,
Zambia,Area harvested,Asparagus,2012,ha,
Zambia,Area harvested,Asparagus,2013,ha,
Zambia,Area harvested,Asparagus,2014,ha,
Zambia,Area harvested,Asparagus,2015,ha,
Zambia,Area harvested,Asparagus,2016,ha,
Zambia,Area harvested,Asparagus,2017,ha,
Zambia,Area harvested,Asparagus,2018,ha,
Zambia,Area harvested,Asparagus,2019,ha,
Zimbabwe,Area harvested,Asparagus,1961,ha,
Zimbabwe,Area harvested,Asparagus,1962,ha,
Zimbabwe,Area harvested,Asparagus,1963,ha,
Zimbabwe,Area harvested,Asparagus,1964,ha,
Zimbabwe,Area harvested,Asparagus,1965,ha,
Zimbabwe,Area harvested,Asparagus,1966,ha,
Zimbabwe,Area harvested,Asparagus,1967,ha,
Zimbabwe,Area harvested,Asparagus,1968,ha,
Zimbabwe,Area harvested,Asparagus,1969,ha,
Zimbabwe,Area harvested,Asparagus,1970,ha,
Zimbabwe,Area harvested,Asparagus,1971,ha,
Zimbabwe,Area harvested,Asparagus,1972,ha,
Zimbabwe,Area harvested,Asparagus,1973,ha,
Zimbabwe,Area harvested,Asparagus,1974,ha,
Zimbabwe,Area harvested,Asparagus,1975,ha,
Zimbabwe,Area harvested,Asparagus,1976,ha,
Zimbabwe,Area harvested,Asparagus,1977,ha,
Zimbabwe,Area harvested,Asparagus,1978,ha,
Zimbabwe,Area harvested,Asparagus,1979,ha,
Zimbabwe,Area harvested,Asparagus,1980,ha,
Zimbabwe,Area harvested,Asparagus,1981,ha,
Zimbabwe,Area harvested,Asparagus,1982,ha,
Zimbabwe,Area harvested,Asparagus,1983,ha,
Zimbabwe,Area harvested,Asparagus,1984,ha,
Zimbabwe,Area harvested,Asparagus,1985,ha,
Zimbabwe,Area harvested,Asparagus,1986,ha,
Zimbabwe,Area harvested,Asparagus,1987,ha,
Zimbabwe,Area harvested,Asparagus,1988,ha,
Zimbabwe,Area harvested,Asparagus,1989,ha,
Zimbabwe,Area harvested,Asparagus,1990,ha,60
Zimbabwe,Area harvested,Asparagus,1991,ha,62
Zimbabwe,Area harvested,Asparagus,1992,ha,75
Zimbabwe,Area harvested,Asparagus,1993,ha,60
Zimbabwe,Area harvested,Asparagus,1994,ha,57
Zimbabwe,Area harvested,Asparagus,1995,ha,57
Zimbabwe,Area harvested,Asparagus,1996,ha,56
Zimbabwe,Area harvested,Asparagus,1997,ha,54
Zimbabwe,Area harvested,Asparagus,1998,ha,46
Zimbabwe,Area harvested,Asparagus,1999,ha,62
Zimbabwe,Area harvested,Asparagus,2000,ha,56
Zimbabwe,Area harvested,Asparagus,2001,ha,59
Zimbabwe,Area harvested,Asparagus,2002,ha,64
Zimbabwe,Area harvested,Asparagus,2003,ha,66
Zimbabwe,Area harvested,Asparagus,2004,ha,66
Zimbabwe,Area harvested,Asparagus,2005,ha,66
Zimbabwe,Area harvested,Asparagus,2006,ha,66
Zimbabwe,Area harvested,Asparagus,2007,ha,65
Zimbabwe,Area harvested,Asparagus,2008,ha,69
Zimbabwe,Area harvested,Asparagus,2009,ha,71
Zimbabwe,Area harvested,Asparagus,2010,ha,72
Zimbabwe,Area harvested,Asparagus,2011,ha,74
Zimbabwe,Area harvested,Asparagus,2012,ha,80
Zimbabwe,Area harvested,Asparagus,2013,ha,80
Zimbabwe,Area harvested,Asparagus,2014,ha,79
Zimbabwe,Area harvested,Asparagus,2015,ha,74
Zimbabwe,Area harvested,Asparagus,2016,ha,75
Zimbabwe,Area harvested,Asparagus,2017,ha,75
Zimbabwe,Area harvested,Asparagus,2018,ha,75
Zimbabwe,Area harvested,Asparagus,2019,ha,75
